site,code,date,co,nox,no2,no,o3,so2,pm10,pm2.5,ws,wd,air_temp
London N. Kensington,KC1,2019-11-05 08:00:00,0.153981,50.58949,34.43334,10.53677,19.35829,1.55151,12.975,9.906,3.1,3.5,5.1
London N. Kensington,KC1,2019-11-05 09:00:00,0.239526,76.82659,44.96169,20.78175,8.98065,1.92387,18.95,13.373,3,359.7,5.7
London N. Kensington,KC1,2019-11-05 10:00:00,0.199604,56.5412,33.87288,14.7839,11.3256,1.86181,17.425,12.217,3.1,8.8,6.7
London N. Kensington,KC1,2019-11-05 11:00:00,0.156833,41.01717,28.83791,7.9431,21.80302,1.48945,13.325,9.505,2.9,10.9,7.3
London N. Kensington,KC1,2019-11-05 12:00:00,0.153981,36.3054,25.41864,7.10016,27.79012,1.42739,11.15,7.689,3,358.8,7.3
London N. Kensington,KC1,2019-11-05 13:00:00,0.13402,31.94082,24.23558,5.02523,34.07658,1.30327,12.325,7.995,3,1.6,7.9
London N. Kensington,KC1,2019-11-05 14:00:00,0.156833,41.16596,33.21216,5.18733,28.68819,0.93091,11.2,7.193,3.6,8.3,8.1
London N. Kensington,KC1,2019-11-05 15:00:00,0.205308,54.75569,42.92441,7.71616,22.20216,0.99297,11.575,6.439,3.8,11.3,8.5
London N. Kensington,KC1,2019-11-05 16:00:00,0.176793,55.59884,44.21497,7.42437,20.40603,0.80679,8.95,5.024,4.1,6.8,8.8
London N. Kensington,KC1,2019-11-05 17:00:00,0.17109,48.3576,37.17258,7.29469,20.80517,0.80679,5.65,3.75,4.1,6.4,9.1
London N. Kensington,KC1,2019-11-05 18:00:00,0.165387,37.19816,30.88483,4.11745,23.34969,0.68267,7.15,4.953,4.6,22.3,9.9
London N. Kensington,KC1,2019-11-05 19:00:00,0.153981,30.75048,25.63022,3.33935,23.84862,0.3103,5.45,4.175,5.2,16,9.4
London N. Kensington,KC1,2019-11-05 20:00:00,0.139724,23.06286,19.93105,2.04251,31.18281,0.49648,9.875,7.406,4.9,19.3,9.1
London N. Kensington,KC1,2019-11-05 21:00:00,0.099802,14.33369,12.69322,1.06989,41.95959,0.68267,7.45,5,4.8,13,8.7
London N. Kensington,KC1,2019-11-05 22:00:00,0.099802,15.02806,13.58643,0.9402,45.85121,0.43442,7.325,4.764,4,9.1,8.1
London N. Kensington,KC1,2019-11-05 23:00:00,0.079842,13.68892,12.54556,0.74568,48.64519,0.43442,12.725,6.722,4,1.7,8.1
London N. Kensington,KC1,2019-11-06 00:00:00,0.072377,16.01255,14.81876,0.77857,46.96547,0.57991,15.65,8.632,3.5,358.7,6.5
London N. Kensington,KC1,2019-11-06 01:00:00,0.095233,14.02752,12.90005,0.73532,46.7659,0.82844,16.85,8.939,3.2,356.2,5.6
London N. Kensington,KC1,2019-11-06 02:00:00,0.097137,15.68171,14.48792,0.77857,40.76217,0.49706,17.325,9.929,2.9,351.1,4.9
London N. Kensington,KC1,2019-11-06 03:00:00,0.105708,21.73604,20.19406,1.00565,29.2869,0.31066,20.3,12.807,2.3,348.7,4.2
London N. Kensington,KC1,2019-11-06 04:00:00,0.105708,53.09946,39.32111,8.98601,7.3342,0.99412,17.025,11.415,2,338.5,3.4
London N. Kensington,KC1,2019-11-06 05:00:00,0.114279,43.47208,35.51347,5.19047,9.72904,0.74559,20.575,13.892,2,337,2.9
London N. Kensington,KC1,2019-11-06 06:00:00,0.228558,84.90952,43.72369,26.8607,2.04559,1.49118,26.175,18.774,2.2,330.6,2.7
London N. Kensington,KC1,2019-11-06 07:00:00,0.382834,123.41903,48.95625,48.56336,2.79398,3.0445,32.025,24.67,1.8,333.6,3
London N. Kensington,KC1,2019-11-06 08:00:00,0.357121,134.83294,47.4374,56.99788,3.3428,3.10663,32.175,24.033,1.4,318.1,2.7
London N. Kensington,KC1,2019-11-06 09:00:00,0.34855,134.13818,48.1354,56.08955,6.43613,3.35516,38.3,27.547,1.1,288,2.5
London N. Kensington,KC1,2019-11-06 10:00:00,0.345693,129.22523,46.30642,54.07824,7.63355,3.35516,40.225,29.859,0.8,218.5,2.5
London N. Kensington,KC1,2019-11-06 11:00:00,0.277126,107.83657,46.90343,39.73956,10.77678,3.29303,38.675,28.396,1.3,226.5,2.7
London N. Kensington,KC1,2019-11-06 12:00:00,0.225701,74.14075,43.69905,19.85356,17.41248,1.80185,31.85,23.302,1,225.3,3.2
London N. Kensington,KC1,2019-11-06 13:00:00,0.185703,48.28577,35.35303,8.43452,28.08948,1.49118,25.475,19.01,1.2,160.9,3.9
London N. Kensington,KC1,2019-11-06 14:00:00,0.157133,45.35786,37.84692,4.89851,29.18711,1.42905,20.95,14.458,1.5,183.4,4.1
London N. Kensington,KC1,2019-11-06 15:00:00,0.145705,54.93561,45.83295,5.9366,25.14582,1.24265,16.05,8.208,1.7,147.8,4
London N. Kensington,KC1,2019-11-06 16:00:00,0.191417,64.16599,53.96901,6.65029,16.81377,1.24265,15.75,8.302,1.4,149.9,4.3
London N. Kensington,KC1,2019-11-06 17:00:00,0.237129,74.38887,59.41673,9.76458,10.6271,1.30479,16.95,11.462,2,125.2,4.6
London N. Kensington,KC1,2019-11-06 18:00:00,0.19713,55.4815,49.86072,3.66577,20.05679,1.18052,12.325,8.75,2.7,115.4,5.1
London N. Kensington,KC1,2019-11-06 19:00:00,0.199987,68.53305,58.93297,6.26101,16.6142,1.11839,11.525,8.255,2.7,109.4,5.3
London N. Kensington,KC1,2019-11-06 20:00:00,0.182846,52.25583,46.58531,3.69821,23.20001,0.99412,13.875,10.142,2.6,113.9,6
London N. Kensington,KC1,2019-11-06 21:00:00,0.179989,52.05732,46.38681,3.69821,21.15442,1.05626,14.15,10.66,3.2,116.3,6.9
London N. Kensington,KC1,2019-11-06 22:00:00,0.177132,49.07978,44.90151,2.725,23.54926,1.18052,12.225,8.774,3.7,131.7,8
London N. Kensington,KC1,2019-11-06 23:00:00,0.128564,32.95144,30.16593,1.81667,38.41723,0.99412,8.1,5.401,2.6,141.2,8.4
London N. Kensington,KC1,2019-11-07 00:00:00,0.202279,28.73299,26.8085,1.25512,34.59213,0.8294,7.975,5.59,3.9,138.5,8.9
London N. Kensington,KC1,2019-11-07 01:00:00,0.198462,20.06013,18.79926,0.82232,36.98697,0.91234,6.5,4.458,4,152.8,9.1
London N. Kensington,KC1,2019-11-07 02:00:00,0.194646,17.32917,16.33375,0.6492,40.51271,0.93307,4.575,3.278,2.8,141.9,9.1
London N. Kensington,KC1,2019-11-07 03:00:00,0.180333,14.05202,12.85751,0.77904,49.09422,0.80866,3.375,2.335,0.6,67.1,9
London N. Kensington,KC1,2019-11-07 04:00:00,0.177472,15.59129,14.69541,0.58428,46.64949,0.62205,3.35,2.17,1.3,235.1,8.7
London N. Kensington,KC1,2019-11-07 05:00:00,0.151709,12.01622,11.46873,0.35706,54.98154,0.55985,1.75,0.991,3.4,248.9,8.1
London N. Kensington,KC1,2019-11-07 06:00:00,0.154572,19.26567,18.07116,0.77904,45.40218,0.62205,4.125,2.429,3.2,254.8,7.1
London N. Kensington,KC1,2019-11-07 07:00:00,0.183196,37.83619,33.4563,2.85649,29.18711,0.93307,4.425,2.712,3.6,264.6,6.2
London N. Kensington,KC1,2019-11-07 08:00:00,0.180333,43.24845,33.59279,6.29726,26.89206,0.99528,4.375,2.5,3.7,263.1,6.7
London N. Kensington,KC1,2019-11-07 09:00:00,0.188921,41.70919,29.01747,8.27732,28.38883,0.80866,8.15,4.387,4,260.8,7.7
London N. Kensington,KC1,2019-11-07 10:00:00,0.168884,39.37546,25.73808,8.89407,32.92905,1.05748,7.2,3.514,4.4,261.8,8.9
London N. Kensington,KC1,2019-11-07 11:00:00,0.145985,34.11215,23.70992,6.78416,37.07013,1.30631,6.55,3.184,4.6,260.6,9.6
London N. Kensington,KC1,2019-11-07 12:00:00,0.085874,26.46547,19.59701,4.47949,43.75572,1.11969,6.475,2.759,4.7,256.2,9.9
London N. Kensington,KC1,2019-11-07 13:00:00,0.077285,19.96082,15.38185,2.98633,49.64304,1.30631,5.425,2.264,4.3,252.7,9.7
London N. Kensington,KC1,2019-11-07 14:00:00,0.091598,24.13174,19.60254,2.95387,48.29594,1.74174,6.2,2.429,3.1,251.5,9.2
London N. Kensington,KC1,2019-11-07 15:00:00,0.137398,32.42392,27.69564,3.08371,41.01164,1.2441,6.7,2.712,1.9,226.9,7.4
London N. Kensington,KC1,2019-11-07 16:00:00,0.220408,60.72659,51.02116,6.32972,19.20861,1.05748,12.2,4.788,2.1,202.3,5.8
London N. Kensington,KC1,2019-11-07 17:00:00,0.415054,100.94616,66.50432,22.46238,4.09119,1.80394,13.9,6.745,1.8,179.4,4.8
London N. Kensington,KC1,2019-11-07 18:00:00,0.254757,69.26704,57.22235,7.85534,12.6228,1.11969,12.025,6.745,1.6,161.7,4
London N. Kensington,KC1,2019-11-07 19:00:00,0.24617,63.45754,56.53931,4.51195,11.77463,0.93307,11.025,6.462,1.1,133.6,3.3
London N. Kensington,KC1,2019-11-07 20:00:00,0.26907,67.23123,58.52123,5.68052,9.3299,1.05748,11.5,7.193,1.2,153.1,2.9
London N. Kensington,KC1,2019-11-07 21:00:00,0.26907,61.86862,55.24902,4.31719,8.53162,0.55985,11.95,7.736,0.9,176.6,3.4
London N. Kensington,KC1,2019-11-07 22:00:00,0.294831,65.59266,55.83746,6.36218,5.28861,0.87087,12.775,8.514,1,33,3.3
London N. Kensington,KC1,2019-11-07 23:00:00,0.280519,59.83282,51.37167,5.51822,4.59011,0.74646,11.8,8.491,1.4,351.7,3.6
London N. Kensington,KC1,2019-11-08 00:00:00,0.302087,93.93194,55.68435,24.94443,1.39699,2.65716,14.05,9.811,0.1,247.5,3.7
London N. Kensington,KC1,2019-11-08 01:00:00,0.409156,271.13077,61.10105,136.97781,1.39699,7.55631,16.875,12.146,0.6,270,3
London N. Kensington,KC1,2019-11-08 02:00:00,0.367092,402.02605,68.15649,217.74405,1.39699,10.46258,15.6,11.415,1,293.2,2.5
London N. Kensington,KC1,2019-11-08 03:00:00,0.43879,300.77431,52.61321,161.84645,1.54667,8.46971,16.775,12.594,1.3,309.6,1.9
London N. Kensington,KC1,2019-11-08 04:00:00,0.636677,424.28355,56.15053,240.0901,1.64645,11.89496,23.575,15.212,1.4,330,1.4
London N. Kensington,KC1,2019-11-08 05:00:00,0.648147,338.93002,49.73245,188.60974,1.64645,9.77753,21.65,15.377,1,332.7,1.9
London N. Kensington,KC1,2019-11-08 06:00:00,0.607998,255.06695,42.56376,138.59097,1.24731,7.53555,21.725,14.906,0.8,319.2,1
London N. Kensington,KC1,2019-11-08 07:00:00,0.708374,344.94153,49.12035,192.92955,1.44688,9.71525,27.175,17.406,1.3,278,0.8
London N. Kensington,KC1,2019-11-08 08:00:00,0.897656,420.75613,60.39215,235.02327,2.04559,11.7704,34.1,20.637,2,309.5,1.9
London N. Kensington,KC1,2019-11-08 09:00:00,0.542035,241.40442,54.89764,121.63656,3.29291,6.35228,38.6,21.675,1.8,321.9,2.5
London N. Kensington,KC1,2019-11-08 10:00:00,0.533432,115.46077,45.83821,45.40665,5.9871,3.17614,26.5,18.561,1.7,319.5,4.7
London N. Kensington,KC1,2019-11-08 11:00:00,0.24664,91.71282,41.71206,32.60964,6.93506,3.11386,30.975,21.25,3.9,357.3,7.1
London N. Kensington,KC1,2019-11-08 12:00:00,0.143396,51.32142,36.87897,9.41912,19.957,2.11743,22.525,11.887,3.8,351.5,7.2
London N. Kensington,KC1,2019-11-08 13:00:00,0.100377,38.10603,28.09592,6.52842,28.88776,1.24555,12.825,6.179,3,333.5,7.2
London N. Kensington,KC1,2019-11-08 14:00:00,0.077433,31.20024,24.92525,4.09245,34.42583,1.80604,13.4,5.637,3.1,335.2,7.3
London N. Kensington,KC1,2019-11-08 15:00:00,0.100377,35.12511,28.70071,4.18988,33.02884,1.49465,14.3,5.59,3.6,329.4,7.1
London N. Kensington,KC1,2019-11-08 16:00:00,0.151999,48.3405,34.54547,8.99688,27.09163,1.55693,14.8,5.519,4.5,336.7,7.4
London N. Kensington,KC1,2019-11-08 17:00:00,0.131924,49.1851,41.11725,5.26172,21.20431,1.3701,11.125,5.212,5.1,344.8,7.4
London N. Kensington,KC1,2019-11-08 18:00:00,0.134792,53.70615,43.39723,6.7233,16.6641,1.43238,11.7,7.099,4.8,345.3,7.3
London N. Kensington,KC1,2019-11-08 19:00:00,0.129056,38.65253,32.32773,4.12493,24.29765,1.18327,9.05,6.698,4.4,339.8,7
London N. Kensington,KC1,2019-11-08 20:00:00,0.126188,33.03847,29.15395,2.53342,28.33894,0.31139,4.475,3.679,4.1,344.4,6.3
London N. Kensington,KC1,2019-11-08 21:00:00,0.12332,35.52257,31.83725,2.4035,21.05464,1.3701,10.15,6.863,3.5,338.3,5.9
London N. Kensington,KC1,2019-11-08 22:00:00,0.151999,72.18782,49.82693,14.5834,2.04559,1.80604,15.275,9.835,3.9,346.7,5.8
London N. Kensington,KC1,2019-11-08 23:00:00,0.131924,54.35202,39.85977,9.4516,10.37764,1.61921,18.425,10.802,3.8,346.4,4.4
London N. Kensington,KC1,2019-11-09 00:00:00,0.09961,43.21459,35.83951,4.8099,11.84115,0.83133,14.725,10.212,2.3,320.4,3.5
London N. Kensington,KC1,2019-11-09 01:00:00,0.107273,64.35793,42.56489,14.21305,1.26394,0.91446,22.25,11.675,2,312.5,2.5
London N. Kensington,KC1,2019-11-09 02:00:00,0.132175,65.07044,43.69266,13.94222,0.89807,0.8729,16.125,11.769,2,307.1,1.7
London N. Kensington,KC1,2019-11-09 03:00:00,0.097695,50.75395,38.5452,7.96234,1.59656,0.6235,14.45,11.226,2.3,308.2,1.6
London N. Kensington,KC1,2019-11-09 04:00:00,0.109188,44.88817,35.17099,6.33737,1.9957,0.6235,15.575,12.099,1.6,295.7,1.4
London N. Kensington,KC1,2019-11-09 05:00:00,0.123555,54.68104,36.09384,12.12226,0.74839,0.7482,17.1,12.642,1.3,256.2,0.5
London N. Kensington,KC1,2019-11-09 06:00:00,0.094822,40.21542,32.64101,4.9399,2.19527,0.56115,15.125,13.373,1.6,233.8,-0.1
London N. Kensington,KC1,2019-11-09 07:00:00,0.112062,46.67773,34.36931,8.02734,3.84172,0.81055,14.775,13.491,1.8,225.9,-0.2
London N. Kensington,KC1,2019-11-09 08:00:00,0.189644,63.47972,34.22854,19.07712,6.13678,1.24699,18.05,16.061,1.4,205.6,0.6
London N. Kensington,KC1,2019-11-09 09:00:00,0.181023,86.59489,38.80634,31.16688,8.08259,1.49639,36.625,21.58,1.4,190,2
London N. Kensington,KC1,2019-11-09 10:00:00,0.18677,83.06548,44.59544,25.0895,17.76173,1.43404,21.45,13.962,1.6,178.3,3.3
London N. Kensington,KC1,2019-11-09 11:00:00,0.129302,57.06712,37.33379,12.86975,29.08733,1.24699,16.975,9.387,2.1,160,5.4
London N. Kensington,KC1,2019-11-09 12:00:00,0.086202,37.82934,29.00914,5.75239,38.01809,0.8729,11.775,6.439,2.6,130,5.8
London N. Kensington,KC1,2019-11-09 13:00:00,0.126429,51.44989,39.44046,7.83234,23.99829,1.30934,12.025,7.524,3.1,119.2,5.5
London N. Kensington,KC1,2019-11-09 14:00:00,0.163783,67.95362,48.76844,12.51225,11.57506,1.49639,14.5,9.41,2.9,128.5,5.5
London N. Kensington,KC1,2019-11-09 15:00:00,0.175276,72.32811,52.34562,13.03224,8.53162,1.49639,14.425,10.566,3.2,120.1,5.6
London N. Kensington,KC1,2019-11-09 16:00:00,0.175276,69.89231,55.24181,9.55481,11.82452,1.49639,10.975,7.854,3.3,131,5.8
London N. Kensington,KC1,2019-11-09 17:00:00,0.149416,63.57914,53.01483,6.88986,16.86367,1.18464,8.9,7.028,2.7,118.3,6.1
London N. Kensington,KC1,2019-11-09 18:00:00,0.143669,54.9793,47.00624,5.1999,23.10023,0.93524,9.475,7.335,2.5,110.5,6.2
London N. Kensington,KC1,2019-11-09 19:00:00,0.126429,45.73324,40.0026,3.73743,29.2869,0.99759,8.15,6.769,1.9,99,5.4
London N. Kensington,KC1,2019-11-09 20:00:00,0.123555,41.90556,37.17156,3.08744,30.93335,0.68584,8.9,7.311,1.8,109,6.2
London N. Kensington,KC1,2019-11-09 21:00:00,0.109188,33.55428,30.36505,2.07996,34.12647,0.3741,9.225,7.264,1.6,99.4,6.4
London N. Kensington,KC1,2019-11-09 22:00:00,0.112062,29.7266,26.8862,1.85246,36.37163,0.7482,7.825,6.226,1.6,98.3,6.5
London N. Kensington,KC1,2019-11-09 23:00:00,0.109188,31.26761,28.67637,1.68997,34.72518,1.18464,9.7,6.038,1.9,100.2,6.6
London N. Kensington,KC1,2019-11-10 00:00:00,0.138185,28.98077,26.65389,1.51755,33.52776,1.33167,8.525,4.717,3.4,98.6,7.4
London N. Kensington,KC1,2019-11-10 01:00:00,0.115155,24.80276,22.74181,1.34412,34.85823,0.99875,6.9,3.892,3.7,89.1,7.6
London N. Kensington,KC1,2019-11-10 02:00:00,0.103638,17.4581,15.96224,0.97557,39.46497,0.99875,5.375,3.892,3.7,88.5,7.6
London N. Kensington,KC1,2019-11-10 03:00:00,0.106517,14.82197,13.62529,0.78046,39.71443,0.81148,4.925,3.679,3.2,81.2,7.1
London N. Kensington,KC1,2019-11-10 04:00:00,0.106517,11.93716,10.98979,0.61786,38.86626,0.74906,6.75,5.755,3.4,55.7,7
London N. Kensington,KC1,2019-11-10 05:00:00,0.109396,15.61778,13.42387,1.43084,40.51271,0.81148,10.425,8.42,3.6,57.1,6.8
London N. Kensington,KC1,2019-11-10 06:00:00,0.095002,16.71202,14.71755,1.30076,42.5583,0.68664,9.75,6.958,3.3,47.3,5.2
London N. Kensington,KC1,2019-11-10 07:00:00,0.080608,24.52091,20.43225,2.66656,41.31099,0.43695,8.75,5.778,3.3,50.3,4.7
London N. Kensington,KC1,2019-11-10 08:00:00,0.086366,23.97379,19.63582,2.82915,44.70368,0.93633,7.875,4.835,2.8,51.8,5.9
London N. Kensington,KC1,2019-11-10 09:00:00,0.089244,28.94761,21.46835,4.87785,43.45637,0.99875,8.65,5.354,3,28.9,7.5
London N. Kensington,KC1,2019-11-10 10:00:00,0.095002,29.39526,20.76917,5.62579,43.15701,1.31086,7.7,5.024,3.1,55,8.8
London N. Kensington,KC1,2019-11-10 11:00:00,0.10076,29.04709,20.52073,5.56075,42.85766,1.81023,8.3,5.236,3,66.8,9.6
London N. Kensington,KC1,2019-11-10 12:00:00,0.092123,24.42144,18.23858,4.03236,45.30239,1.4357,9.325,6.604,2.6,67.4,9.8
London N. Kensington,KC1,2019-11-10 13:00:00,0.103638,27.45547,21.17289,4.09739,45.10282,1.4357,10.65,7.618,2,71.3,9.8
London N. Kensington,KC1,2019-11-10 14:00:00,0.103638,27.60468,20.97307,4.32503,46.84906,1.18602,10.05,7.311,2,66.5,8.9
London N. Kensington,KC1,2019-11-10 15:00:00,0.138185,33.67274,28.78628,3.18686,39.41508,1.06117,10.825,7.406,2.3,359.5,6.8
London N. Kensington,KC1,2019-11-10 16:00:00,0.518194,98.82973,63.02899,23.34863,7.93291,1.93508,16.9,12.594,2.6,357.2,5.1
London N. Kensington,KC1,2019-11-10 17:00:00,0.653499,176.471,73.45662,67.18423,1.44688,3.995,20.975,16.038,1.9,24.3,4.5
London N. Kensington,KC1,2019-11-10 18:00:00,0.647742,197.65946,72.15743,81.85029,1.19742,4.30711,24.25,18.821,1,28.3,4.1
London N. Kensington,KC1,2019-11-10 19:00:00,0.480768,127.18048,76.07219,33.33196,3.19312,2.24719,26.075,21.604,0.7,128.5,4
London N. Kensington,KC1,2019-11-10 20:00:00,0.454859,106.7381,71.5357,22.95841,2.24516,2.18476,24.425,20.472,1.7,166.4,4.4
London N. Kensington,KC1,2019-11-10 21:00:00,0.572891,133.29828,65.43643,44.25834,1.54667,2.8714,29.55,24.953,1.6,181.1,4.3
London N. Kensington,KC1,2019-11-10 22:00:00,0.423191,92.21455,61.59944,19.96666,2.6443,2.05992,27.625,23.561,1.4,186.3,4.3
London N. Kensington,KC1,2019-11-10 23:00:00,0.351221,75.05489,61.94125,8.55249,3.04344,1.31086,20.875,17.217,1.3,206.1,4.5
London N. Kensington,KC1,2019-11-11 00:00:00,0.380731,77.17092,61.20553,10.41236,1.92918,1.24988,19.025,15.59,2.5,177.3,6.6
London N. Kensington,KC1,2019-11-11 01:00:00,0.242283,39.68032,37.08594,1.69201,21.22094,0.6666,15.9,13.16,3.1,181.5,6.8
London N. Kensington,KC1,2019-11-11 02:00:00,0.19325,25.62964,24.13288,0.97616,28.93765,0.74993,13.65,11.038,2.8,180.4,7.1
London N. Kensington,KC1,2019-11-11 03:00:00,0.170175,17.5675,16.3202,0.81347,35.274,0.87492,11.75,9.175,3.2,204.5,7.6
London N. Kensington,KC1,2019-11-11 04:00:00,0.158637,14.18339,12.98599,0.78093,37.76862,0.56245,10.3,8.208,3.9,208.1,8.2
London N. Kensington,KC1,2019-11-11 05:00:00,0.158637,14.92989,13.73248,0.78093,38.26755,0.74993,7.525,6.085,4.3,228.1,8.4
London N. Kensington,KC1,2019-11-11 06:00:00,0.152869,26.07753,23.68273,1.56185,37.81852,0.43746,4.475,3.184,4.9,292.5,7.8
London N. Kensington,KC1,2019-11-11 07:00:00,0.112488,24.93291,22.88735,1.33408,55.63014,0.56245,3.925,2.123,4.6,292.5,7.4
London N. Kensington,KC1,2019-11-11 08:00:00,0.118257,30.00907,25.26934,3.09117,48.94454,0.87492,6.05,2.925,5.3,302.5,7.1
London N. Kensington,KC1,2019-11-11 09:00:00,0.112488,29.16305,22.32786,4.45779,48.14626,0.74993,7.1,3.42,5.3,299.4,7.4
London N. Kensington,KC1,2019-11-11 10:00:00,0.098068,24.38548,18.04922,4.13241,50.74067,1.24988,7.125,3.42,5.9,289.1,8
London N. Kensington,KC1,2019-11-11 11:00:00,0.095183,23.14132,17.60333,3.61179,51.53895,1.1249,7.05,3.325,5.9,291.5,8
London N. Kensington,KC1,2019-11-11 12:00:00,0.077877,20.65301,15.8135,3.15625,54.93164,1.0624,9.25,4.34,6.5,295.4,8.4
London N. Kensington,KC1,2019-11-11 13:00:00,0.083645,20.90184,16.51136,2.8634,55.03143,0.56245,9.475,4.646,5.6,292,8.1
London N. Kensington,KC1,2019-11-11 14:00:00,0.089414,20.55348,16.86148,2.40786,53.8839,0.68744,9.55,4.67,5.3,285.4,7.7
London N. Kensington,KC1,2019-11-11 15:00:00,0.080761,22.54413,19.0517,2.2777,51.18971,0.93741,9.55,4.363,4.2,275.7,6.4
London N. Kensington,KC1,2019-11-11 16:00:00,0.100951,27.17239,23.87953,2.14755,44.80347,0.74993,8.925,4.245,4.3,273.1,5.7
London N. Kensington,KC1,2019-11-11 17:00:00,0.141332,37.27495,33.73263,2.31024,33.97679,0.87492,7.975,4.08,4.2,267.1,5.4
London N. Kensington,KC1,2019-11-11 18:00:00,0.158637,52.7025,48.11245,2.99355,20.90496,1.1249,10.9,5.802,4.5,274.6,5
London N. Kensington,KC1,2019-11-11 19:00:00,0.173059,53.79736,49.35698,2.89594,17.21291,0.93741,12.725,7.052,4.1,270.7,4.6
London N. Kensington,KC1,2019-11-11 20:00:00,0.138448,35.83173,33.88595,1.26901,30.48432,0.99991,13.1,7.382,4.4,270.2,4.3
London N. Kensington,KC1,2019-11-11 21:00:00,0.149985,37.02612,34.58142,1.59439,27.24131,0.87492,14.95,8.774,4.1,269.8,4
London N. Kensington,KC1,2019-11-11 22:00:00,0.144216,30.60627,29.05962,1.0087,33.72733,0.56245,14,7.877,4.1,268.8,3.8
London N. Kensington,KC1,2019-11-11 23:00:00,0.129794,23.04179,21.99406,0.68331,39.01594,0.43746,11.925,6.887,4.3,273.7,4.3
London N. Kensington,KC1,2019-11-12 00:00:00,0.111739,17.66042,16.86167,0.52093,43.57278,0.41711,10.125,5.755,3.8,261.2,4.2
London N. Kensington,KC1,2019-11-12 01:00:00,0.08862,11.68509,11.15259,0.34729,53.68433,0.7508,7.45,4.292,4.3,267.3,4.3
London N. Kensington,KC1,2019-11-12 02:00:00,0.086694,10.80539,10.20632,0.3907,54.83186,0.3754,7.4,3.962,3.7,263.1,4.2
London N. Kensington,KC1,2019-11-12 03:00:00,0.083804,12.84696,12.19797,0.42326,51.93809,0.3754,5.975,3.443,4.5,268.4,3.7
London N. Kensington,KC1,2019-11-12 04:00:00,0.086694,13.69346,13.0944,0.3907,52.18756,0.68823,6.55,3.443,3.8,274.9,4.6
London N. Kensington,KC1,2019-11-12 05:00:00,0.086694,17.77661,16.97785,0.52093,47.49766,0.87593,7.35,3.609,4.2,265.4,4.2
London N. Kensington,KC1,2019-11-12 06:00:00,0.124261,38.83964,35.09549,2.44187,27.64045,0.87593,7.575,3.962,3.9,266,4.5
London N. Kensington,KC1,2019-11-12 07:00:00,0.184947,57.76152,46.67884,7.22793,17.66195,0.7508,9.05,4.481,4.1,263.5,4.2
London N. Kensington,KC1,2019-11-12 08:00:00,0.187837,59.95247,44.17713,10.28841,24.94625,0.9385,9.475,4.623,4.7,267.6,4.5
London N. Kensington,KC1,2019-11-12 09:00:00,0.161828,54.42529,38.20065,10.58143,34.37593,1.00106,11.625,5.165,5.4,270.4,6.2
London N. Kensington,KC1,2019-11-12 10:00:00,0.101143,34.00958,24.37464,6.28374,49.2439,1.18876,11.25,4.811,6.3,270.2,7.3
London N. Kensington,KC1,2019-11-12 11:00:00,0.083804,27.98446,21.54453,4.20002,53.58455,1.56416,11.1,4.505,6,265.9,6.8
London N. Kensington,KC1,2019-11-12 12:00:00,0.101143,23.65235,20.70695,1.92094,55.92949,0.87593,9.65,4.528,6.7,268.9,6.2
London N. Kensington,KC1,2019-11-12 13:00:00,0.124261,30.82274,26.82898,2.60466,50.34153,1.00106,7.825,4.41,6.2,277.1,6.3
London N. Kensington,KC1,2019-11-12 14:00:00,0.127152,30.3248,26.33104,2.60466,49.34368,1.00106,8.725,4.929,6.2,277.4,6.5
London N. Kensington,KC1,2019-11-12 15:00:00,0.179167,53.13064,45.69226,4.85118,28.6383,0.9385,9.175,4.929,5.5,276.6,6.8
London N. Kensington,KC1,2019-11-12 16:00:00,0.167609,40.73183,35.68971,3.28838,33.97679,1.3139,6.9,3.491,4.1,290.1,7.3
London N. Kensington,KC1,2019-11-12 17:00:00,0.182058,40.0845,34.94254,3.3535,28.53851,1.00106,5.3,3.255,4.1,283.7,6.1
London N. Kensington,KC1,2019-11-12 18:00:00,0.156049,35.80218,30.95975,3.15815,27.44088,1.06363,5.25,3.09,3.9,284.7,5.8
London N. Kensington,KC1,2019-11-12 19:00:00,0.199396,35.15485,31.06125,2.66978,23.74883,0.7508,4.775,3.184,3.4,285.8,5.4
London N. Kensington,KC1,2019-11-12 20:00:00,0.167609,30.07582,27.67957,1.5628,25.44518,0.62567,5.675,3.538,3,282.8,4.9
London N. Kensington,KC1,2019-11-12 21:00:00,0.167609,29.12973,26.98309,1.4,25.39528,0.81336,6.15,3.726,3.9,302.5,5.8
London N. Kensington,KC1,2019-11-12 22:00:00,0.170498,28.13384,26.58626,1.00931,25.14582,0.9385,6.075,3.491,3.5,307.7,6
London N. Kensington,KC1,2019-11-12 23:00:00,0.164718,26.6898,25.14222,1.00931,24.24776,1.1262,6.025,3.585,3.4,304.6,5.8
London N. Kensington,KC1,2019-11-13 00:00:00,0.111951,22.85194,21.32007,0.99906,29.40331,0.66815,5.875,3.491,NA,NA,NA
London N. Kensington,KC1,2019-11-13 01:00:00,0.100369,56.73126,42.01205,9.59962,6.91843,1.16926,6.1,3.349,NA,NA,NA
London N. Kensington,KC1,2019-11-13 02:00:00,0.101334,43.34561,34.55404,5.73371,17.21291,1.06486,5.5,3.066,NA,NA,NA
